token,title,publish_date,city,district,url,description,mileage,year_raw,color,brand_model,third_party_insurance,Gearbox_type,Gearbox_condition,fuel_type,asking_price_raw,engine_condition,chassis_condition,body_condition,vehicle_type,asking_price,mileage_km,year_jalali,year_gregorian,price_corrected,price_original_raw,price_flag_extreme_high,mileage_flag_high,brand,is_pickup,brand_matched,insurance_months_left,brand_freq,district_freq,city_freq,fuel_type_freq,Gearbox_type_freq,Gearbox_condition_freq,engine_condition_freq,chassis_condition_freq,body_condition_freq
gaoyuXNV,مزدا ۲۰۰۰ تک کابین ژاپن,2026-09-15 10:28:00,تهران,هاشمی,https://divar.ir/v/gaoyuXNV,"باسلام 
مزدا تک کابین ۲۰۰۰ مدل ۱۳۸۶ 
۵ حلقه لاستیک خارجی دور سفید که ۹۰ درصد میباشد 
ماشین از لحاظ موتوری و ظاهری بازسازی شده است 
و تمامی خدمات صافکاری بدون موج و نقاشی و تعمیرات موتور در نمایندگی گروه بهمن انجام شده و قابل استعلام میباشد.
ظاهری تمیز و مرتب 
موتوری سالم و پرقدرت 
گیربکس سالم و بدون زوزه 
جلوبندی کاملا سالم و بدون صدا 
ماشین اتاق مسقف دارد.
جلوبندی،طبق ،میل موج گیر و تمامی مصرفی ها 
گیربکس ،دیسک و صفحه ،بلبرینگ های کلاچ،سیم کلاچ ،و تمامی مصرفی های 
سرسیلندر ماشین برای اولین بار بعد از ۲۰ سال باز شده و واشر سرسیلندر و تمامی لوازم خراب تعویض شده است 
ماشین بسیار سالم و اماده استفاده میباشد 
لطفا کامل مطالعه بفرمایید و بعد تماس بگیرید. 
فروش نقدی 
معاوضه ندارم",۲۵۹۰۰۰,۱۳۸۶ - ۲۰۰۷,نقرآبی,وانت مزدا 2000 تک کابین بنزینی,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۰۲۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,1020000000.0,259000.0,1386.0,2007.0,False,,False,False,وانت,False,False,12.0,0.007380073800738007,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
gapOGKPD,kmc x5,2026-09-15 18:55:00,تهران,چوب تراش,https://divar.ir/v/gapOGKPD,"کی ام سی x5 مشکی بهمن ۱۴۰۳
گیربکس پلمپ / موتور پلمپ 
بدون رنگ سالم سالم 
کیلومتر ۱۲ هزارتا 
گارانتی فعال 
سرویس ها همه در نمایندگی مرکزی انجام شده",۱۲۰۰۰,۲۰۲۴,مشکی,کی ام سی ایکس 5,۵ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۴,۸۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,4850000000.0,12000.0,1403.0,2024.0,False,,False,False,کی,False,False,5.0,0.020910209102091022,0.002144388849177984,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKmRHJ,لندکروز gxr مدل ۲۰۲۶,2026-09-15 18:55:00,تهران,سید خندان (جلفا),https://divar.ir/v/gapKmRHJ,"تویوتا لندکروز مدل ۲۰۲۶ 
صفر خشک
فول gxr، تنفس طبیعی، لیمیتد اس،با رادار جلو،وکیوم درب،مانیتور پشت،سپر بلند،درب صندق برقی،سنسور تصادف،کروز کنترل،رادار لاین،قفل دفلاک،دوربین ۳۶۰ درجه،سیستم دور درجا،داخل چرم،کرال دک،اکت پاور،شارژر وایلس،کول باکس",۰,۲۰۲۶,مشکی,تویوتا لندکروزر ۴ در 4000cc,۱۰ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۵۵,۰۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,55000000000.0,0.0,1405.0,2026.0,False,,False,False,تویوتا,False,False,10.0,0.02214022140221402,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapOGDDX,تارا اتومات V4 مدل آبان ۱۴۰۴ بی رنگ و استثنایی,2026-09-15 18:54:00,تهران,وردآورد,https://divar.ir/v/gapOGDDX,"تارا اتومات V4 مدل آبان ۱۴۰۴ فول ترین نسخه
موتور TU5P
گارانتی فعال و سابقه خودرو موجوده هیچ گونه مشکل فنی یا بدنه نداشته
بی رنگ و بسیار تمیز و کم کار
بدنه بدون نقطه، براق و آفتاب نخورده
خونه و محل کار داخل پارکینگ بوده
بیمه بدنه
کروز، لیمیتر، ای اس پی، سانروف، آینه جانبی برقی تاشو، آینه الکتروکرمیک، چهار ایربگ، صندوق پران با حسگر حرکت پا، شیشه ها دودی فابریک کارخانه، اتولایت، کیلس، سنسور باران، سنسور باد تایر، فرمان برقی، ورود بدون کلید، استارت دکمه ای، چراغ خوش آمدگویی و...

تمام مدارک و کارت سوخت بنام و آماده
واقعا ماشین با صفر فرقی نداره
ماشین با وسواس بسیار زیاد نگهداری شده

فقط تا پنج‌شنبه با این قیمت میفروشم",۶۹۵۰,۱۴۰۴ - ۲۰۲۵,سفید,تارا وی 4 ال ایکس TU5P,,اتوماتیک,سالم و پلمپ,بنزین,"‏۳,۰۹۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,3095000000.0,6950.0,1404.0,2025.0,False,,False,False,تارا,False,False,,0.019065190651906518,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaoOkROA,پراید کره ای,2026-09-14 22:27:00,تهران,مهرآباد جنوبی,https://divar.ir/v/gaoOkROA,پراید کره ای مدل ۷۷ کم نظیر در مدل های خودش به علت آفتاب سوختگی ماشین دور رنگ شده کم کار هستش و خیلی کم استفاده میشه ماشین دوم بوده,۱۶۰۰۰۰,۱۳۷۷ - ۱۹۹۸,نقره ای,پراید صندوق دار بنزینی,۱۰ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲۶۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,دوررنگ,,265000000.0,160000.0,1377.0,1998.0,False,,False,False,پراید,False,False,10.0,0.13899138991389914,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0984009840098401
gapKG6cX,سراتو ۲۰۱۰وارداتی,2026-09-15 18:54:00,تهران,زرگنده,https://divar.ir/v/gapKG6cX,اتومبیل فوق حدود ۳ سال هست دست خودمه بسیار ماشین سالم و خوش سواری هست بدنه بدون رنگ خط و خش جزیی دارد شاسی ها سالم روغن گیربگس و لنتها و لاستیکهای کره ای برای جلو به تازگی عوض شده سرویس جلوبندی و تعویض روغن به تازگی انجام شده و اتومبیل بدون هزبنه میباشد برای مصرف شخصی در وضعیت عالی هست,۲۶۵۰۰۰,۲۰۱۰,نارنجی,کیا سراتو اتوماتیک 2000cc,۱۰ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۹۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,2950000000.0,265000.0,1389.0,2010.0,False,,False,False,کیا,False,False,10.0,0.00984009840098401,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0940959409594096
gapKmda4,هوندا HRV هیبرید ژاپن موتور ۲۰۰۰,2026-09-15 18:54:00,تهران,توحید,https://divar.ir/v/gapKmda4,"هوندا HRV هیبرید ژاپن
موتور ۲۰۰۰ تنفس طبیعی+موتور برقی
قدرت موتور ۳۲۷ اسب بخار
مصرف بنزین ۳.۵ لیتر در ۱۰۰ کیلومتر
با یک باک ۱۲۰۰ کیلومتر پیمایش میکند
نسخه فول فیس جدید
مدل ۲۰۲۴ ترخیص ۲۰۲۶
با HRVهای موتور ۱۵۰۰ مدل۲۰۲۵ تفاوت داره
موتور قوی تر مشابه ZRV و CRV
ابعاد بزرگتر و هم سایز ZRV میباشد
سند و پلاک آماده
روی موتور Made in Japan(ساخت ژاپن)خورده
فول رادار با سیستم ADAS کمک راننده سطح ۲
شیفتر پشت فرمان/کروز کنترل تطبیقی/رادار حرکت بین خطوط و خروج از لاین/صندلی  چرم و پارچه/فرمان چرم/کلاستر بزرگ فول دیجیتال CRV/کیلس/استارتر/۴ حالت رانندگی اسپرت نرمال اکو برفی/ولکام/ترمز اظطراری و هوشمند/ترمز پارک برقی/اتو هلد/سیستم کنترل پایداری و کشش/شیب سنج/رادار نقطه کور/نورپردازی ۷ رنگ داخل کابین/تابلو خوان/رادار تصادف عقب/تشخیص خستگی راننده/تهویه هوای دوال و دریچه عقب/هوندا کانکت/پورت شارژ USB جلو و عقب/گرمکن آینه بغل و تنظیم و جمع شو برقی/سنسور نور و باران/دوربین و سنسور دنده عقب/اتو لایت/دیلایت/چراغ مطالعه لمسی/چراغ آرایش/۸ بلندگو
شخص هستم لطفا دلال و نمایشگاه تماس نگیره
معاوضه با کره ای تا ۵ تومن",۰,۲۰۲۴,مشکی,هوندا HR-V,,اتوماتیک,سالم و پلمپ,هیبرید,"‏۸,۹۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,8900000000.0,0.0,1403.0,2024.0,False,,False,False,هوندا,False,False,,0.0012300123001230013,0.004288777698355968,0.3013530135301353,0.013530135301353014,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapOGEte,پژو ۲۰۶ تیپ ۲,2026-09-15 18:54:00,تهران,شهید اسدی,https://divar.ir/v/gapOGEte,۲۰۶ تیپ ۲ مدل ۸۸ بی رنگ شاسی پلمپ فنی درجه ۱ لاستیک ها نو بدون ضعف دارای شیشه دودی کیت مکش منبع باله موتورش تقویته کارخونس با کد tu3a موتور تیپ ۳ روشه فابریکی سقف و ستون جلو و عقب کاملا پلمپ نصف گلگیر عقب سمت راننده رنگ مابقی بی رنگ مدارک تکمیل سند اماده انتقال معاوضه فقط با ۱۱۱ و تیپ ۵ و تیبا ۲ و کوییک خلاصه هاچبک باشه,۲۶۰۰۰۰,۱۳۸۸ - ۲۰۰۹,خاکستری,پژو 206 تیپ ۲,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۷۵۶,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,756000000.0,260000.0,1388.0,2009.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapy0e4L,پژو 206 sd v8 مدل 99 بسیار تمیز سند تک برگ,2026-09-15 18:54:00,تهران,مهرآباد,https://divar.ir/v/gapy0e4L,"پژو 206 sd v8 موتور tu5 خانگی و بسیار تمیز معاوضه با پراید یا تیبا الباقی پولشو لازم دارم واسه خرید آپارتمان لازم دارم
تماما داخل پارکینگ نگهداری شده بدنه بدون خط و خش بسیار تمیز
یه کاپوت تعویض یه وجب درب آبرنگ الباقی بیرنگ شاسی ها پلمپ
فنی و موتوری بسیار سلامت کولر روشن
هر چهار حلقه لاستیک نو 
بیمه 6 ماه
بیمه بدنه 10 ماه
معاینه فنی 12 ماه
تمام قطعات مصرفی تعویض شده دیسک و صفحه تسمه تایم تسمه دینام باطری روغن و ...
مدارک آماده انتقال",۱۱۰۰۰۰,۱۳۹۹ - ۲۰۲۰,سفید,پژو 206 SD V8,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۴۸۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1480000000.0,110000.0,1399.0,2020.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaNSoYu4,دنا پلاس مدل ۱۴۰۵(نقدواقساط) تحویل درجا,2026-08-25 15:33:00,تهران,عباس آباد,https://divar.ir/v/gaNSoYu4,"توجه توجه
قیمت پایه پیش پرداخت میباشد
انواع دنا پلاس دنده و اتومات

ما برای وقت شما ارزش قائلیم قیمت کذب  غیر واقعی اعلام نمیکنیم 

فروش  نقد و اقساط انواع خودرو صفر 
مدیران خودرو
کرمان موتور
گروه بهمن
ایران خودرو

تحویل درجا همزمان با پیش پرداخت 
همراه با کارشناسی رنگ بدنه و فنی

اقساط با چک صیادی(بدون ضامن) چک شهرستان مورد تایید است 

جهت اطلاعات بیشتر لطفا فقط تماس بگیرید",۲,۱۴۰۵ - ۲۰۲۶,سفید,دنا پلاس 6 دنده دستی EF7P,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۲۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1250000000.0,2.0,1405.0,2026.0,False,,False,False,دنا,False,False,12.0,0.037515375153751536,0.008577555396711936,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapK22Fy,دنا پلاس ۶ سرعته,2026-09-15 18:54:00,تهران,زرگنده,https://divar.ir/v/gapK22Fy,"صفر کیلومتر
آماده انتقال
بدون توضیح",۰,۱۴۰۵ - ۲۰۲۶,سفید,دنا پلاس 6 دنده معمولی,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۴۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2450000000.0,0.0,1405.0,2026.0,False,,False,False,دنا,False,False,6.0,0.037515375153751536,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKm4GF,پژوپارس سال مدل ۹۱ کم کارکرد,2026-09-15 18:53:00,تهران,لویزان,https://divar.ir/v/gapKm4GF,"پژوپارس سال مدل ۱۳۹۱ سفید کم کارکرد
بسیار سالم و تمیز ، زاپاس تاکنون زیرش نرفته 
موتور و فنی سالم بدون خرج 
تمامی مصرفی ها به تازگی تعویض شده است
رینگ ها صلیبی تمیز و نو ، لاستیک ها پهن 
دزدگیر تصویری ،روکش صندلی و کفی سه بعدی دارد 
شیشه ها دودی آمریکایی درصد بالا
یک گلگیر جلو تعویض مابقی بدون رنگ 
شاسی های عقب و جلو پلمپ و سالم",۲۲۹۰۰۰,۱۳۹۱ - ۲۰۱۲,سفید,پژو پارس سال,۵ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۱۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1100000000.0,229000.0,1391.0,2012.0,False,,False,False,پژو,False,False,5.0,0.2816728167281673,0.0028591851322373124,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gahuWY8k,پژوپارس فول با مانیتور مدل1403,2026-09-09 17:52:00,تهران,شادمان,https://divar.ir/v/gahuWY8k,"پژوپارس سال فول کامل با موتورXu7p
دریچه برقی
۴چرخ دیسک
با مانیتور
با سنسور نور و باران
با رینگ
داخل پیانویی
۴حلقه لاستیک خارجی 205
کارکرد23000
شیشه دودی",۲۳۰۰۰,۱۴۰۳ - ۲۰۲۴,سفید,پژو پارس XU7,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۲۲۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2220000000.0,23000.0,1403.0,2024.0,False,,False,False,پژو,False,False,6.0,0.2816728167281673,0.0007147962830593281,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapaTmd0,پژو ۲۰۶ تیپ ۲ مدل ۱۳۹۵ استثنایی کم کار * بدون رنگ*,2026-09-15 16:47:00,تهران,شهرک صدرا,https://divar.ir/v/gapaTmd0,"دوستان من اطلاعات رو دقیق نوشتم

پژو ۲۰۶ بدون رنگ بی رنگه بی رنگ

سند تک برگ  مالک اولشم *
سند آخر ۹۴ تحویل ۹۵

خط و خش جزئی
کارکرد به علت خواب بودن ۱۴۰ واقعی

بنده به علت اقتضای شغلی و مهاجرت از تهران زیر قیمت زدم  امروز
 
چون پول لازمم به خریدار خانگی و خانواده تخفیف عالی دارد

دلال نیاد. فقط فوری فوری",۱۴۰۰۰۰,۱۳۹۵ - ۲۰۱۶,سفید,پژو 206 تیپ ۲,۷ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۹۹۸,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,998000000.0,140000.0,1395.0,2016.0,False,,False,False,پژو,False,False,7.0,0.2816728167281673,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gap-F8KK,۲۰۷ پانادنده مدل۱۴۰۱ درحدصفر بدون نقطه,2026-09-15 18:53:00,تهران,یافت آباد,https://divar.ir/v/gap-F8KK,"۲۰۷پانا دنده مدل ۱۴۰۱ بدون نقطه در حد صفر
باوسواس نگهداری شده
شیشه دودی خارجی 
کف پایی سه بعدی 
دو باند خارجی 
دور فرمان چرم 
معاینه فنی یکسال 
بیمه ۶ ماه
مدارک آماده انتقال 
به شرط کارشناسی",۴۷۰۰۰,۱۴۰۱ - ۲۰۲۲,سفید,پژو 207i پانوراما دنده ای,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۹۷۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1970000000.0,47000.0,1401.0,2022.0,False,,False,False,پژو,False,False,6.0,0.2816728167281673,0.0007147962830593281,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKG0bp,ال نود بی رنگ ۹۷,2026-09-15 18:53:00,تهران,استقلال,https://divar.ir/v/gapKG0bp,"ماشین بی رنگ 
در نظر داشته باشید عکس ها قبل کارواش است
پوسیدگی و رنگ رفتگی ندارد. توضیحات به شرط کارشناس بدنه و فنی.
موتور ساندرو
111000 کار
بیمه ۳ماه
بدون خط و خش 
بدون رنگ
جلو عقب شاسی سینی پلمپ
فوری",۱۱۱۰۰۰,۱۳۹۷ - ۲۰۱۸,سفید,رنو پارس تندر دنده ای,۳ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۳۵۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2355000000.0,111000.0,1397.0,2018.0,False,,False,False,رنو,False,False,3.0,0.024600246002460024,0.0007147962830593281,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapCGRDm,پژو پارس مدل 93درحد,2026-09-15 18:52:00,تهران,نعمت آباد,https://divar.ir/v/gapCGRDm,"ماشین سالم تمیز کم کارکرده بدون خط و خش لاستیک نو داخل کابین تمیز فنی و بدنه بشرط کارشناسی ظبط وباند پاینوز بیمه یک ماشین آخر 92,می باشد",۲۲۰۰۰۰,۱۳۹۳ - ۲۰۱۴,سفید,پژو پارس سال,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۹۲۹,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,929000000.0,220000.0,1393.0,2014.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.002144388849177984,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKGnMt,پژو 206 تیپ 2 مدل 81 بشرط,2026-09-15 18:52:00,تهران,دهم فروردین,https://divar.ir/v/gapKGnMt,"سلام فوق العاده تمیز و سالم بشرط اول ببینید بعد مقایسه کنید تخفیف پای معامله لوازم اضافی و مانیتور دارد بیمه 1 سال کامل لاستیک‌ها 80% فقط و فقط تماس پاسخگو هستم

بازدید = پیروزی.سه راه سلیمانیه.خ دریاباری.خ محبی.ک خسروی.پ 6 

با تشکر از عوامل دیوار",۳۶۰۰۰۰,۱۳۸۱ - ۲۰۰۲,سفید,پژو 206 تیپ ۲,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۴۳۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,435000000.0,360000.0,1381.0,2002.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.0007147962830593281,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0940959409594096
gapKWef3,پراید 131 مدل86 دوگانه سوز,2026-09-15 18:52:00,تهران,شهرری,https://divar.ir/v/gapKWef3,"با سلام
پراید صبا131 دوگانه شرکتی
کپسول گاز تازه عوض شده 
فنی ماشین کاملا سالم 
خط و خش داشته ولی برای زیبایی رنگ شده سقف هم فابریکه
لاستیک ها کاملا نو
دارای کفپوش سه بعدی 
داخل کابین بسیار تمیز
شیشه ها دودی با کیفیت 
موتور کاملا سالم و تضمینی
دیسک صفحه تازه
چراغ های جلو هم تازه عوض شده 
ماشین کاملا سالم و سرحال فروش به دلیل نیاز مالی",۴۰۰۰۰۰,۱۳۸۶ - ۲۰۰۷,نقره ای,پراید 131 دوگانه سوز,۸ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۳۹۵,۰۰۰,۰۰۰ تومان",سالم,,دوررنگ,,395000000.0,400000.0,1386.0,2007.0,False,,False,False,پراید,False,False,8.0,0.13899138991389914,0.0014295925661186562,0.3013530135301353,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,,0.0984009840098401
gapKmnde,سمند سورن پلاس،آبی کبود متالیک،۱۴۰۱،بی رنگ وتمیز,2026-09-15 18:52:00,اصفهان,پینارت,https://divar.ir/v/gapKmnde,سمند سورن پلاس،آبی کبود متالیک،خوش رنگ،موتور ef7 ای اف سِوِن،کارکرد:۲۱۶/۷۰۰،تسمه تایم تازه تعویض۲۰۰۰ کیلومتر رفته،مدل مهر ۱۴۰۱،روغن تازه تعویض،فوق العاده تمیز،شیشه ها دودی درجه یک +شیشه جلو یو وی uv،کفپوش یه تیکه،صندلی های جلو برقی،صرفا بدلیل مسافت محل کار کیلومتر بالا،لاستیک ۷۰ درصد ۲۰۵،مالتی مدیا تهویه اتوماتیک،آنتی ترپ،برگه تشخیص رنگ موجود در تصاویر،تخفیف جزئی پای کار.,۲۱۶۷۰۰,۱۴۰۱ - ۲۰۲۲,آبی,سمند سورن پلاس EF7 بنزینی,۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۶۲۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1625000000.0,216700.0,1401.0,2022.0,False,,False,False,سمند,False,False,2.0,0.06519065190651907,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKWj7A,دوو سیلو,2026-09-15 18:52:00,تهران,حشمتیه,https://divar.ir/v/gapKWj7A,"مدل ۱۳۸۱
بی‌رنگ
دو برگ سند
بیمه و معاینه فنی تا خرداد ۱۴۰۶
تمام ادوات برقی حتی آنتن سالم و فعال
کولر یخ، بخاری داغ
چهار حلقه لاستیک ۲۰۵ هشتاد درصد سومیتومو ژاپن
صندلی‌ها اسپرویی با روکش VIP
تمام مصرفی‌ها نو شامل لنت‌ها، کیت تسمه‌تایم، تسمه دینام، تسمه کولر، رادیاتور و ....
موتور گیربکس سالم بدون خرج
آماده سواری و مناسب مصرف کننده
بازدید استان سمنان، شهرستان شاهرود
صرفا تماس پاسخگو هستم",۲۶۲۰۰۰,۱۳۸۱ - ۲۰۰۲,سفید,دوو سی یلو سدان,۹ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۸۷۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,870000000.0,262000.0,1381.0,2002.0,False,,False,False,دوو,False,False,9.0,0.0024600246002460025,0.0007147962830593281,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapKWepA,فرانت لندر مدل ۲۰۲۵,2026-09-15 18:52:00,تهران,آبشار تهران (دریاچه),https://divar.ir/v/gapKWepA,"✅ بدنه : بدون رنگ
  
✅ آپشن : فول جانبازی

✅ موجود در شعبه رزمال

برای هماهنگی بازدید خودرو ، معاوضه و کسب اطلاعات بیشتر با شماره های ثبت شده داخل اگهی از ساعت ۱۰ صبح تا ۸ شب تماس بگیرید.",۰,۲۰۲۵,مشکی,تویوتا فرانت لندر هیبرید 2 لیتر,۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱۰,۹۹۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,10990000000.0,0.0,1404.0,2025.0,False,,False,False,تویوتا,False,False,6.0,0.02214022140221402,0.0028591851322373124,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapC2JKZ,پراید مدل ۸۴,2026-09-15 18:52:00,تهران,فردوس,https://divar.ir/v/gapC2JKZ,"یک دستگاه خودروی سواری پراید مدل ۱۳۸۴
مشکی دور رنگ 
فنی و گیربکس سالم 
شاسی جلو جوش دارد 
بیمه تا فروردین ماه سال آینده 
دارای معاینه فنی 
کفی و رودری مدل بالایی 
ضبط و باند 
چراغ جلو هدلایت 
سپر ها نو 
سرویس ها ب تازگی انجام شده
دوگانه سی ان جی دستی بدون کپسول ب علت گذشتن تاریخ انقضا
عکس ها متعلق ب خودرو می‌باشد و هیچ افکت یا ویرایشی نشده
سند ب نام خودم است 
دلال و واسطه تماس نگیرند",۴۱۹۸۰۰,۱۳۸۴ - ۲۰۰۵,مشکی,پراید Saba GLXI,,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۲۹۴,۰۰۰,۰۰۰ تومان",سالم,,دوررنگ,,294000000.0,419800.0,1384.0,2005.0,False,,False,False,پراید,False,False,,0.13899138991389914,0.005003573981415297,0.3013530135301353,0.03013530135301353,0.708626198083067,0.9797627355198884,0.9317343173431735,,0.0984009840098401
gapKGX7W,رنو مگان 2000اتوماتیک مدل 91,2026-09-15 18:51:00,تهران,تهرانسر شمالی,https://divar.ir/v/gapKGX7W,"مگان اتوماتیک مدل 91
دو بغل رنگ سر ته پلمپ
شاسی سالم بدون هیچ ضربه
بیمه8ماه
لاستیک90",۲۵۰۰۰۰,۲۰۱۲,سفید,رنو مگان 2000cc,۸ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱,۶۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۴ ناحیه,,1650000000.0,250000.0,1391.0,2012.0,False,,False,False,رنو,False,False,8.0,0.024600246002460024,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.012915129151291513
